Arpae-SIMC

Finale Emilia
Inizio validità (UTC),Fine validità (UTC),Pressione atmosferica istantanea al livello della stazione a 2 m dal suolo (PA)
2022-01-14 23:00:00+00:00,2022-01-14 23:00:00+00:00,102530.0
2022-01-15 00:00:00+00:00,2022-01-15 00:00:00+00:00,102500.0
2022-01-15 01:00:00+00:00,2022-01-15 01:00:00+00:00,102450.0
2022-01-15 02:00:00+00:00,2022-01-15 02:00:00+00:00,102400.0
2022-01-15 03:00:00+00:00,2022-01-15 03:00:00+00:00,102310.0
2022-01-15 04:00:00+00:00,2022-01-15 04:00:00+00:00,102330.0
2022-01-15 05:00:00+00:00,2022-01-15 05:00:00+00:00,102340.0
2022-01-15 06:00:00+00:00,2022-01-15 06:00:00+00:00,102380.0
2022-01-15 07:00:00+00:00,2022-01-15 07:00:00+00:00,102410.0
2022-01-15 08:00:00+00:00,2022-01-15 08:00:00+00:00,102450.0
2022-01-15 09:00:00+00:00,2022-01-15 09:00:00+00:00,102490.0
2022-01-15 10:00:00+00:00,2022-01-15 10:00:00+00:00,102490.0
2022-01-15 11:00:00+00:00,2022-01-15 11:00:00+00:00,102450.0
2022-01-15 12:00:00+00:00,2022-01-15 12:00:00+00:00,102390.0
2022-01-15 13:00:00+00:00,2022-01-15 13:00:00+00:00,102340.0
2022-01-15 14:00:00+00:00,2022-01-15 14:00:00+00:00,102300.0
2022-01-15 15:00:00+00:00,2022-01-15 15:00:00+00:00,102290.0
2022-01-15 16:00:00+00:00,2022-01-15 16:00:00+00:00,102300.0
2022-01-15 17:00:00+00:00,2022-01-15 17:00:00+00:00,102310.0
2022-01-15 18:00:00+00:00,2022-01-15 18:00:00+00:00,102320.0
2022-01-15 19:00:00+00:00,2022-01-15 19:00:00+00:00,102360.0
2022-01-15 20:00:00+00:00,2022-01-15 20:00:00+00:00,102500.0
2022-01-15 21:00:00+00:00,2022-01-15 21:00:00+00:00,102390.0
2022-01-15 22:00:00+00:00,2022-01-15 22:00:00+00:00,102420.0
2022-01-15 23:00:00+00:00,2022-01-15 23:00:00+00:00,102440.0
2022-01-16 00:00:00+00:00,2022-01-16 00:00:00+00:00,102410.0

Martorano
Inizio validità (UTC),Fine validità (UTC),Pressione atmosferica istantanea al livello della stazione a 2 m dal suolo (PA)
2022-01-14 23:00:00+00:00,2022-01-14 23:00:00+00:00,102390.0
2022-01-15 00:00:00+00:00,2022-01-15 00:00:00+00:00,102380.0
2022-01-15 01:00:00+00:00,2022-01-15 01:00:00+00:00,102320.0
2022-01-15 02:00:00+00:00,2022-01-15 02:00:00+00:00,102240.0
2022-01-15 03:00:00+00:00,2022-01-15 03:00:00+00:00,102150.0
2022-01-15 04:00:00+00:00,2022-01-15 04:00:00+00:00,102190.0
2022-01-15 05:00:00+00:00,2022-01-15 05:00:00+00:00,102250.0
2022-01-15 06:00:00+00:00,2022-01-15 06:00:00+00:00,102260.0
2022-01-15 07:00:00+00:00,2022-01-15 07:00:00+00:00,102290.0
2022-01-15 08:00:00+00:00,2022-01-15 08:00:00+00:00,102320.0
2022-01-15 09:00:00+00:00,2022-01-15 09:00:00+00:00,102310.0
2022-01-15 10:00:00+00:00,2022-01-15 10:00:00+00:00,102330.0
2022-01-15 11:00:00+00:00,2022-01-15 11:00:00+00:00,102280.0
2022-01-15 12:00:00+00:00,2022-01-15 12:00:00+00:00,102230.0
2022-01-15 13:00:00+00:00,2022-01-15 13:00:00+00:00,102190.0
2022-01-15 14:00:00+00:00,2022-01-15 14:00:00+00:00,102180.0
2022-01-15 15:00:00+00:00,2022-01-15 15:00:00+00:00,102170.0
2022-01-15 16:00:00+00:00,2022-01-15 16:00:00+00:00,102180.0
2022-01-15 17:00:00+00:00,2022-01-15 17:00:00+00:00,102180.0
2022-01-15 18:00:00+00:00,2022-01-15 18:00:00+00:00,102180.0
2022-01-15 19:00:00+00:00,2022-01-15 19:00:00+00:00,102180.0
2022-01-15 20:00:00+00:00,2022-01-15 20:00:00+00:00,102290.0
2022-01-15 21:00:00+00:00,2022-01-15 21:00:00+00:00,102230.0
2022-01-15 22:00:00+00:00,2022-01-15 22:00:00+00:00,102230.0
2022-01-15 23:00:00+00:00,2022-01-15 23:00:00+00:00,102270.0
2022-01-16 00:00:00+00:00,2022-01-16 00:00:00+00:00,102250.0

S. Pietro Capofiume
Inizio validità (UTC),Fine validità (UTC),Pressione atmosferica istantanea al livello della stazione a 2 m dal suolo (PA)
2022-01-14 23:00:00+00:00,2022-01-14 23:00:00+00:00,102570.0
2022-01-14 23:15:00+00:00,2022-01-14 23:15:00+00:00,102570.0
2022-01-14 23:30:00+00:00,2022-01-14 23:30:00+00:00,102560.0
2022-01-14 23:45:00+00:00,2022-01-14 23:45:00+00:00,102540.0
2022-01-15 00:00:00+00:00,2022-01-15 00:00:00+00:00,102530.0
2022-01-15 00:15:00+00:00,2022-01-15 00:15:00+00:00,102520.0
2022-01-15 00:30:00+00:00,2022-01-15 00:30:00+00:00,102510.0
2022-01-15 00:45:00+00:00,2022-01-15 00:45:00+00:00,102480.0
2022-01-15 01:00:00+00:00,2022-01-15 01:00:00+00:00,102460.0
2022-01-15 01:15:00+00:00,2022-01-15 01:15:00+00:00,102470.0
2022-01-15 01:30:00+00:00,2022-01-15 01:30:00+00:00,102450.0
2022-01-15 01:45:00+00:00,2022-01-15 01:45:00+00:00,102440.0
2022-01-15 02:00:00+00:00,2022-01-15 02:00:00+00:00,102410.0
2022-01-15 02:15:00+00:00,2022-01-15 02:15:00+00:00,102390.0
2022-01-15 02:30:00+00:00,2022-01-15 02:30:00+00:00,102360.0
2022-01-15 02:45:00+00:00,2022-01-15 02:45:00+00:00,102340.0
2022-01-15 03:00:00+00:00,2022-01-15 03:00:00+00:00,102310.0
2022-01-15 03:15:00+00:00,2022-01-15 03:15:00+00:00,102310.0
2022-01-15 03:30:00+00:00,2022-01-15 03:30:00+00:00,102330.0
2022-01-15 03:45:00+00:00,2022-01-15 03:45:00+00:00,102350.0
2022-01-15 04:00:00+00:00,2022-01-15 04:00:00+00:00,102360.0
2022-01-15 04:15:00+00:00,2022-01-15 04:15:00+00:00,102370.0
2022-01-15 04:30:00+00:00,2022-01-15 04:30:00+00:00,102370.0
2022-01-15 04:45:00+00:00,2022-01-15 04:45:00+00:00,102380.0
2022-01-15 05:00:00+00:00,2022-01-15 05:00:00+00:00,102380.0
2022-01-15 05:15:00+00:00,2022-01-15 05:15:00+00:00,102390.0
2022-01-15 05:30:00+00:00,2022-01-15 05:30:00+00:00,102390.0
2022-01-15 05:45:00+00:00,2022-01-15 05:45:00+00:00,102400.0
2022-01-15 06:00:00+00:00,2022-01-15 06:00:00+00:00,102400.0
2022-01-15 06:15:00+00:00,2022-01-15 06:15:00+00:00,102390.0
2022-01-15 06:30:00+00:00,2022-01-15 06:30:00+00:00,102400.0
2022-01-15 06:45:00+00:00,2022-01-15 06:45:00+00:00,102430.0
2022-01-15 07:00:00+00:00,2022-01-15 07:00:00+00:00,102440.0
2022-01-15 07:15:00+00:00,2022-01-15 07:15:00+00:00,102460.0
2022-01-15 07:30:00+00:00,2022-01-15 07:30:00+00:00,102470.0
2022-01-15 07:45:00+00:00,2022-01-15 07:45:00+00:00,102470.0
2022-01-15 08:00:00+00:00,2022-01-15 08:00:00+00:00,102480.0
2022-01-15 08:15:00+00:00,2022-01-15 08:15:00+00:00,102490.0
2022-01-15 08:30:00+00:00,2022-01-15 08:30:00+00:00,102470.0
2022-01-15 08:45:00+00:00,2022-01-15 08:45:00+00:00,102490.0
2022-01-15 09:00:00+00:00,2022-01-15 09:00:00+00:00,102500.0
2022-01-15 09:15:00+00:00,2022-01-15 09:15:00+00:00,102500.0
2022-01-15 09:30:00+00:00,2022-01-15 09:30:00+00:00,102490.0
2022-01-15 09:45:00+00:00,2022-01-15 09:45:00+00:00,102500.0
2022-01-15 10:00:00+00:00,2022-01-15 10:00:00+00:00,102510.0
2022-01-15 10:15:00+00:00,2022-01-15 10:15:00+00:00,102500.0
2022-01-15 10:30:00+00:00,2022-01-15 10:30:00+00:00,102490.0
2022-01-15 10:45:00+00:00,2022-01-15 10:45:00+00:00,102470.0
2022-01-15 11:00:00+00:00,2022-01-15 11:00:00+00:00,102460.0
2022-01-15 11:15:00+00:00,2022-01-15 11:15:00+00:00,102440.0
2022-01-15 11:30:00+00:00,2022-01-15 11:30:00+00:00,102420.0
2022-01-15 11:45:00+00:00,2022-01-15 11:45:00+00:00,102410.0
2022-01-15 12:00:00+00:00,2022-01-15 12:00:00+00:00,102400.0
2022-01-15 12:15:00+00:00,2022-01-15 12:15:00+00:00,102400.0
2022-01-15 12:30:00+00:00,2022-01-15 12:30:00+00:00,102390.0
2022-01-15 12:45:00+00:00,2022-01-15 12:45:00+00:00,102380.0
2022-01-15 13:00:00+00:00,2022-01-15 13:00:00+00:00,102360.0
2022-01-15 13:15:00+00:00,2022-01-15 13:15:00+00:00,102350.0
2022-01-15 13:30:00+00:00,2022-01-15 13:30:00+00:00,102340.0
2022-01-15 13:45:00+00:00,2022-01-15 13:45:00+00:00,102330.0
2022-01-15 14:00:00+00:00,2022-01-15 14:00:00+00:00,102340.0
2022-01-15 14:15:00+00:00,2022-01-15 14:15:00+00:00,102330.0
2022-01-15 14:30:00+00:00,2022-01-15 14:30:00+00:00,102330.0
2022-01-15 14:45:00+00:00,2022-01-15 14:45:00+00:00,102330.0
2022-01-15 15:00:00+00:00,2022-01-15 15:00:00+00:00,102330.0
2022-01-15 15:15:00+00:00,2022-01-15 15:15:00+00:00,102330.0
2022-01-15 15:30:00+00:00,2022-01-15 15:30:00+00:00,102320.0
2022-01-15 15:45:00+00:00,2022-01-15 15:45:00+00:00,102320.0
2022-01-15 16:00:00+00:00,2022-01-15 16:00:00+00:00,102320.0
2022-01-15 16:15:00+00:00,2022-01-15 16:15:00+00:00,102320.0
2022-01-15 16:30:00+00:00,2022-01-15 16:30:00+00:00,102330.0
2022-01-15 16:45:00+00:00,2022-01-15 16:45:00+00:00,102330.0
2022-01-15 17:00:00+00:00,2022-01-15 17:00:00+00:00,102340.0
2022-01-15 17:15:00+00:00,2022-01-15 17:15:00+00:00,102340.0
2022-01-15 17:30:00+00:00,2022-01-15 17:30:00+00:00,102340.0
2022-01-15 17:45:00+00:00,2022-01-15 17:45:00+00:00,102340.0
2022-01-15 18:00:00+00:00,2022-01-15 18:00:00+00:00,102340.0
2022-01-15 18:15:00+00:00,2022-01-15 18:15:00+00:00,102350.0
2022-01-15 18:30:00+00:00,2022-01-15 18:30:00+00:00,102370.0
2022-01-15 18:45:00+00:00,2022-01-15 18:45:00+00:00,102370.0
2022-01-15 19:00:00+00:00,2022-01-15 19:00:00+00:00,102390.0
2022-01-15 19:15:00+00:00,2022-01-15 19:15:00+00:00,102390.0
2022-01-15 19:30:00+00:00,2022-01-15 19:30:00+00:00,102390.0
2022-01-15 19:45:00+00:00,2022-01-15 19:45:00+00:00,102420.0
2022-01-15 20:00:00+00:00,2022-01-15 20:00:00+00:00,102580.0
2022-01-15 20:15:00+00:00,2022-01-15 20:15:00+00:00,102400.0
2022-01-15 20:30:00+00:00,2022-01-15 20:30:00+00:00,102340.0
2022-01-15 20:45:00+00:00,2022-01-15 20:45:00+00:00,102380.0
2022-01-15 21:00:00+00:00,2022-01-15 21:00:00+00:00,102430.0
2022-01-15 21:15:00+00:00,2022-01-15 21:15:00+00:00,102370.0
2022-01-15 21:30:00+00:00,2022-01-15 21:30:00+00:00,102420.0
2022-01-15 21:45:00+00:00,2022-01-15 21:45:00+00:00,102390.0
2022-01-15 22:00:00+00:00,2022-01-15 22:00:00+00:00,102440.0
2022-01-15 22:15:00+00:00,2022-01-15 22:15:00+00:00,102440.0
2022-01-15 22:30:00+00:00,2022-01-15 22:30:00+00:00,102450.0
2022-01-15 22:45:00+00:00,2022-01-15 22:45:00+00:00,102460.0
2022-01-15 23:00:00+00:00,2022-01-15 23:00:00+00:00,102450.0
2022-01-15 23:15:00+00:00,2022-01-15 23:15:00+00:00,102450.0
2022-01-15 23:30:00+00:00,2022-01-15 23:30:00+00:00,102470.0
2022-01-15 23:45:00+00:00,2022-01-15 23:45:00+00:00,102450.0
2022-01-16 00:00:00+00:00,2022-01-16 00:00:00+00:00,102380.0

Loiano
Inizio validità (UTC),Fine validità (UTC),Pressione atmosferica istantanea al livello della stazione a 2 m dal suolo (PA)
2022-01-14 23:00:00+00:00,2022-01-14 23:00:00+00:00,93870.0
2022-01-15 00:00:00+00:00,2022-01-15 00:00:00+00:00,93830.0
2022-01-15 01:00:00+00:00,2022-01-15 01:00:00+00:00,93800.0
2022-01-15 02:00:00+00:00,2022-01-15 02:00:00+00:00,93750.0
2022-01-15 03:00:00+00:00,2022-01-15 03:00:00+00:00,93670.0
2022-01-15 04:00:00+00:00,2022-01-15 04:00:00+00:00,93630.0
2022-01-15 05:00:00+00:00,2022-01-15 05:00:00+00:00,93640.0
2022-01-15 06:00:00+00:00,2022-01-15 06:00:00+00:00,93660.0
2022-01-15 07:00:00+00:00,2022-01-15 07:00:00+00:00,93680.0
2022-01-15 08:00:00+00:00,2022-01-15 08:00:00+00:00,93710.0
2022-01-15 09:00:00+00:00,2022-01-15 09:00:00+00:00,93740.0
2022-01-15 10:00:00+00:00,2022-01-15 10:00:00+00:00,93740.0
2022-01-15 11:00:00+00:00,2022-01-15 11:00:00+00:00,93720.0
2022-01-15 12:00:00+00:00,2022-01-15 12:00:00+00:00,93680.0
2022-01-15 13:00:00+00:00,2022-01-15 13:00:00+00:00,93640.0
2022-01-15 14:00:00+00:00,2022-01-15 14:00:00+00:00,93610.0
2022-01-15 15:00:00+00:00,2022-01-15 15:00:00+00:00,93600.0
2022-01-15 16:00:00+00:00,2022-01-15 16:00:00+00:00,93590.0
2022-01-15 17:00:00+00:00,2022-01-15 17:00:00+00:00,93590.0
2022-01-15 18:00:00+00:00,2022-01-15 18:00:00+00:00,93590.0
2022-01-15 19:00:00+00:00,2022-01-15 19:00:00+00:00,93610.0
2022-01-15 20:00:00+00:00,2022-01-15 20:00:00+00:00,93700.0
2022-01-15 21:00:00+00:00,2022-01-15 21:00:00+00:00,93620.0
2022-01-15 22:00:00+00:00,2022-01-15 22:00:00+00:00,93640.0
2022-01-15 23:00:00+00:00,2022-01-15 23:00:00+00:00,93660.0
2022-01-16 00:00:00+00:00,2022-01-16 00:00:00+00:00,93610.0

Vignola
Inizio validità (UTC),Fine validità (UTC),Pressione atmosferica istantanea al livello della stazione a 2 m dal suolo (PA)
2022-01-14 23:00:00+00:00,2022-01-14 23:00:00+00:00,101440.0
2022-01-15 00:00:00+00:00,2022-01-15 00:00:00+00:00,101390.0
2022-01-15 01:00:00+00:00,2022-01-15 01:00:00+00:00,101400.0
2022-01-15 02:00:00+00:00,2022-01-15 02:00:00+00:00,101330.0
2022-01-15 03:00:00+00:00,2022-01-15 03:00:00+00:00,101240.0
2022-01-15 04:00:00+00:00,2022-01-15 04:00:00+00:00,101200.0
2022-01-15 05:00:00+00:00,2022-01-15 05:00:00+00:00,101220.0
2022-01-15 06:00:00+00:00,2022-01-15 06:00:00+00:00,101290.0
2022-01-15 07:00:00+00:00,2022-01-15 07:00:00+00:00,101310.0
2022-01-15 08:00:00+00:00,2022-01-15 08:00:00+00:00,101320.0
2022-01-15 09:00:00+00:00,2022-01-15 09:00:00+00:00,101360.0
2022-01-15 10:00:00+00:00,2022-01-15 10:00:00+00:00,101370.0
2022-01-15 11:00:00+00:00,2022-01-15 11:00:00+00:00,101340.0
2022-01-15 12:00:00+00:00,2022-01-15 12:00:00+00:00,101280.0
2022-01-15 13:00:00+00:00,2022-01-15 13:00:00+00:00,101230.0
2022-01-15 14:00:00+00:00,2022-01-15 14:00:00+00:00,101210.0
2022-01-15 15:00:00+00:00,2022-01-15 15:00:00+00:00,101190.0
2022-01-15 16:00:00+00:00,2022-01-15 16:00:00+00:00,101180.0
2022-01-15 17:00:00+00:00,2022-01-15 17:00:00+00:00,101190.0
2022-01-15 18:00:00+00:00,2022-01-15 18:00:00+00:00,101220.0
2022-01-15 19:00:00+00:00,2022-01-15 19:00:00+00:00,101250.0
2022-01-15 20:00:00+00:00,2022-01-15 20:00:00+00:00,101370.0
2022-01-15 21:00:00+00:00,2022-01-15 21:00:00+00:00,101280.0
2022-01-15 22:00:00+00:00,2022-01-15 22:00:00+00:00,101320.0
2022-01-15 23:00:00+00:00,2022-01-15 23:00:00+00:00,101340.0
2022-01-16 00:00:00+00:00,2022-01-16 00:00:00+00:00,101300.0

Sasso Marconi Arpa
Inizio validità (UTC),Fine validità (UTC),Pressione atmosferica istantanea al livello della stazione a 2 m dal suolo (PA)
2022-01-14 23:00:00+00:00,2022-01-14 23:00:00+00:00,99310.0
2022-01-15 00:00:00+00:00,2022-01-15 00:00:00+00:00,99280.0
2022-01-15 01:00:00+00:00,2022-01-15 01:00:00+00:00,99240.0
2022-01-15 02:00:00+00:00,2022-01-15 02:00:00+00:00,99190.0
2022-01-15 03:00:00+00:00,2022-01-15 03:00:00+00:00,99100.0
2022-01-15 04:00:00+00:00,2022-01-15 04:00:00+00:00,99060.0
2022-01-15 05:00:00+00:00,2022-01-15 05:00:00+00:00,99100.0
2022-01-15 06:00:00+00:00,2022-01-15 06:00:00+00:00,99140.0
2022-01-15 07:00:00+00:00,2022-01-15 07:00:00+00:00,99150.0
2022-01-15 08:00:00+00:00,2022-01-15 08:00:00+00:00,99190.0
2022-01-15 09:00:00+00:00,2022-01-15 09:00:00+00:00,99220.0
2022-01-15 10:00:00+00:00,2022-01-15 10:00:00+00:00,99220.0
2022-01-15 11:00:00+00:00,2022-01-15 11:00:00+00:00,99200.0
2022-01-15 12:00:00+00:00,2022-01-15 12:00:00+00:00,99140.0
2022-01-15 13:00:00+00:00,2022-01-15 13:00:00+00:00,99100.0
2022-01-15 14:00:00+00:00,2022-01-15 14:00:00+00:00,99070.0
2022-01-15 15:00:00+00:00,2022-01-15 15:00:00+00:00,99070.0
2022-01-15 16:00:00+00:00,2022-01-15 16:00:00+00:00,99050.0
2022-01-15 17:00:00+00:00,2022-01-15 17:00:00+00:00,99060.0
2022-01-15 18:00:00+00:00,2022-01-15 18:00:00+00:00,99070.0
2022-01-15 19:00:00+00:00,2022-01-15 19:00:00+00:00,99110.0
2022-01-15 20:00:00+00:00,2022-01-15 20:00:00+00:00,99210.0
2022-01-15 21:00:00+00:00,2022-01-15 21:00:00+00:00,99120.0
2022-01-15 22:00:00+00:00,2022-01-15 22:00:00+00:00,99150.0
2022-01-15 23:00:00+00:00,2022-01-15 23:00:00+00:00,99180.0
2022-01-16 00:00:00+00:00,2022-01-16 00:00:00+00:00,99130.0

Rolo
Inizio validità (UTC),Fine validità (UTC),Pressione atmosferica istantanea al livello della stazione a 2 m dal suolo (PA)
2022-01-14 23:00:00+00:00,2022-01-14 23:00:00+00:00,102420.0
2022-01-15 00:00:00+00:00,2022-01-15 00:00:00+00:00,102400.0
2022-01-15 01:00:00+00:00,2022-01-15 01:00:00+00:00,102350.0
2022-01-15 02:00:00+00:00,2022-01-15 02:00:00+00:00,102310.0
2022-01-15 03:00:00+00:00,2022-01-15 03:00:00+00:00,102230.0
2022-01-15 04:00:00+00:00,2022-01-15 04:00:00+00:00,102190.0
2022-01-15 05:00:00+00:00,2022-01-15 05:00:00+00:00,102210.0
2022-01-15 06:00:00+00:00,2022-01-15 06:00:00+00:00,102250.0
2022-01-15 07:00:00+00:00,2022-01-15 07:00:00+00:00,102300.0
2022-01-15 08:00:00+00:00,2022-01-15 08:00:00+00:00,102340.0
2022-01-15 09:00:00+00:00,2022-01-15 09:00:00+00:00,102350.0
2022-01-15 10:00:00+00:00,2022-01-15 10:00:00+00:00,102370.0
2022-01-15 11:00:00+00:00,2022-01-15 11:00:00+00:00,102340.0
2022-01-15 12:00:00+00:00,2022-01-15 12:00:00+00:00,102280.0
2022-01-15 13:00:00+00:00,2022-01-15 13:00:00+00:00,102220.0
2022-01-15 14:00:00+00:00,2022-01-15 14:00:00+00:00,102190.0
2022-01-15 15:00:00+00:00,2022-01-15 15:00:00+00:00,102170.0
2022-01-15 16:00:00+00:00,2022-01-15 16:00:00+00:00,102170.0
2022-01-15 17:00:00+00:00,2022-01-15 17:00:00+00:00,
2022-01-15 18:00:00+00:00,2022-01-15 18:00:00+00:00,
2022-01-15 19:00:00+00:00,2022-01-15 19:00:00+00:00,
2022-01-15 20:00:00+00:00,2022-01-15 20:00:00+00:00,
2022-01-15 21:00:00+00:00,2022-01-15 21:00:00+00:00,
2022-01-15 22:00:00+00:00,2022-01-15 22:00:00+00:00,
2022-01-15 23:00:00+00:00,2022-01-15 23:00:00+00:00,
2022-01-16 00:00:00+00:00,2022-01-16 00:00:00+00:00,

Febbio
Inizio validità (UTC),Fine validità (UTC),Pressione atmosferica istantanea al livello della stazione a 2 m dal suolo (PA)
2022-01-14 23:00:00+00:00,2022-01-14 23:00:00+00:00,89440.0
2022-01-14 23:30:00+00:00,2022-01-14 23:30:00+00:00,89430.0
2022-01-15 00:00:00+00:00,2022-01-15 00:00:00+00:00,89400.0
2022-01-15 00:30:00+00:00,2022-01-15 00:30:00+00:00,89380.0
2022-01-15 01:00:00+00:00,2022-01-15 01:00:00+00:00,89370.0
2022-01-15 01:30:00+00:00,2022-01-15 01:30:00+00:00,89370.0
2022-01-15 02:00:00+00:00,2022-01-15 02:00:00+00:00,89340.0
2022-01-15 02:30:00+00:00,2022-01-15 02:30:00+00:00,89290.0
2022-01-15 03:00:00+00:00,2022-01-15 03:00:00+00:00,89280.0
2022-01-15 03:30:00+00:00,2022-01-15 03:30:00+00:00,89270.0
2022-01-15 04:00:00+00:00,2022-01-15 04:00:00+00:00,89240.0
2022-01-15 04:30:00+00:00,2022-01-15 04:30:00+00:00,89230.0
2022-01-15 05:00:00+00:00,2022-01-15 05:00:00+00:00,89190.0
2022-01-15 05:30:00+00:00,2022-01-15 05:30:00+00:00,89220.0
2022-01-15 06:00:00+00:00,2022-01-15 06:00:00+00:00,89220.0
2022-01-15 06:30:00+00:00,2022-01-15 06:30:00+00:00,89240.0
2022-01-15 07:00:00+00:00,2022-01-15 07:00:00+00:00,89240.0
2022-01-15 07:30:00+00:00,2022-01-15 07:30:00+00:00,89270.0
2022-01-15 08:00:00+00:00,2022-01-15 08:00:00+00:00,89270.0
2022-01-15 08:30:00+00:00,2022-01-15 08:30:00+00:00,89270.0
2022-01-15 09:00:00+00:00,2022-01-15 09:00:00+00:00,89290.0
2022-01-15 09:30:00+00:00,2022-01-15 09:30:00+00:00,89280.0
2022-01-15 10:00:00+00:00,2022-01-15 10:00:00+00:00,89290.0
2022-01-15 10:30:00+00:00,2022-01-15 10:30:00+00:00,89280.0
2022-01-15 11:00:00+00:00,2022-01-15 11:00:00+00:00,89270.0
2022-01-15 11:30:00+00:00,2022-01-15 11:30:00+00:00,89260.0
2022-01-15 12:00:00+00:00,2022-01-15 12:00:00+00:00,89230.0
2022-01-15 12:30:00+00:00,2022-01-15 12:30:00+00:00,89220.0
2022-01-15 13:00:00+00:00,2022-01-15 13:00:00+00:00,89190.0
2022-01-15 13:30:00+00:00,2022-01-15 13:30:00+00:00,89180.0
2022-01-15 14:00:00+00:00,2022-01-15 14:00:00+00:00,89180.0
2022-01-15 14:30:00+00:00,2022-01-15 14:30:00+00:00,89170.0
2022-01-15 15:00:00+00:00,2022-01-15 15:00:00+00:00,89160.0
2022-01-15 15:30:00+00:00,2022-01-15 15:30:00+00:00,89160.0
2022-01-15 16:00:00+00:00,2022-01-15 16:00:00+00:00,89160.0
2022-01-15 16:30:00+00:00,2022-01-15 16:30:00+00:00,89160.0
2022-01-15 17:00:00+00:00,2022-01-15 17:00:00+00:00,89150.0
2022-01-15 17:30:00+00:00,2022-01-15 17:30:00+00:00,89160.0
2022-01-15 18:00:00+00:00,2022-01-15 18:00:00+00:00,89170.0
2022-01-15 18:30:00+00:00,2022-01-15 18:30:00+00:00,89180.0
2022-01-15 19:00:00+00:00,2022-01-15 19:00:00+00:00,89180.0
2022-01-15 19:30:00+00:00,2022-01-15 19:30:00+00:00,89180.0
2022-01-15 20:00:00+00:00,2022-01-15 20:00:00+00:00,89330.0
2022-01-15 20:30:00+00:00,2022-01-15 20:30:00+00:00,89160.0
2022-01-15 21:00:00+00:00,2022-01-15 21:00:00+00:00,89190.0
2022-01-15 21:30:00+00:00,2022-01-15 21:30:00+00:00,89190.0
2022-01-15 22:00:00+00:00,2022-01-15 22:00:00+00:00,89210.0
2022-01-15 22:30:00+00:00,2022-01-15 22:30:00+00:00,89190.0
2022-01-15 23:00:00+00:00,2022-01-15 23:00:00+00:00,89210.0
2022-01-15 23:30:00+00:00,2022-01-15 23:30:00+00:00,89210.0
2022-01-16 00:00:00+00:00,2022-01-16 00:00:00+00:00,89130.0

Badia Tedalda
Inizio validità (UTC),Fine validità (UTC),Pressione atmosferica istantanea al livello della stazione a 2 m dal suolo (PA)
2022-01-14 23:00:00+00:00,2022-01-14 23:00:00+00:00,92760.0
2022-01-14 23:30:00+00:00,2022-01-14 23:30:00+00:00,92740.0
2022-01-15 00:00:00+00:00,2022-01-15 00:00:00+00:00,92740.0
2022-01-15 00:30:00+00:00,2022-01-15 00:30:00+00:00,92720.0
2022-01-15 01:00:00+00:00,2022-01-15 01:00:00+00:00,92710.0
2022-01-15 01:30:00+00:00,2022-01-15 01:30:00+00:00,92700.0
2022-01-15 02:00:00+00:00,2022-01-15 02:00:00+00:00,92670.0
2022-01-15 02:30:00+00:00,2022-01-15 02:30:00+00:00,92630.0
2022-01-15 03:00:00+00:00,2022-01-15 03:00:00+00:00,92590.0
2022-01-15 03:30:00+00:00,2022-01-15 03:30:00+00:00,92580.0
2022-01-15 04:00:00+00:00,2022-01-15 04:00:00+00:00,92550.0
2022-01-15 04:30:00+00:00,2022-01-15 04:30:00+00:00,92550.0
2022-01-15 05:00:00+00:00,2022-01-15 05:00:00+00:00,92580.0
2022-01-15 05:30:00+00:00,2022-01-15 05:30:00+00:00,92590.0
2022-01-15 06:00:00+00:00,2022-01-15 06:00:00+00:00,92600.0
2022-01-15 06:30:00+00:00,2022-01-15 06:30:00+00:00,92600.0
2022-01-15 07:00:00+00:00,2022-01-15 07:00:00+00:00,92610.0
2022-01-15 07:30:00+00:00,2022-01-15 07:30:00+00:00,92610.0
2022-01-15 08:00:00+00:00,2022-01-15 08:00:00+00:00,92630.0
2022-01-15 08:30:00+00:00,2022-01-15 08:30:00+00:00,92640.0
2022-01-15 09:00:00+00:00,2022-01-15 09:00:00+00:00,92650.0
2022-01-15 09:30:00+00:00,2022-01-15 09:30:00+00:00,92660.0
2022-01-15 10:00:00+00:00,2022-01-15 10:00:00+00:00,92660.0
2022-01-15 10:30:00+00:00,2022-01-15 10:30:00+00:00,92650.0
2022-01-15 11:00:00+00:00,2022-01-15 11:00:00+00:00,92630.0
2022-01-15 11:30:00+00:00,2022-01-15 11:30:00+00:00,92600.0
2022-01-15 12:00:00+00:00,2022-01-15 12:00:00+00:00,92560.0
2022-01-15 12:30:00+00:00,2022-01-15 12:30:00+00:00,92550.0
2022-01-15 13:00:00+00:00,2022-01-15 13:00:00+00:00,92530.0
2022-01-15 13:30:00+00:00,2022-01-15 13:30:00+00:00,92520.0
2022-01-15 14:00:00+00:00,2022-01-15 14:00:00+00:00,92520.0
2022-01-15 14:30:00+00:00,2022-01-15 14:30:00+00:00,92520.0
2022-01-15 15:00:00+00:00,2022-01-15 15:00:00+00:00,92520.0
2022-01-15 15:30:00+00:00,2022-01-15 15:30:00+00:00,92520.0
2022-01-15 16:00:00+00:00,2022-01-15 16:00:00+00:00,92530.0
2022-01-15 16:30:00+00:00,2022-01-15 16:30:00+00:00,92530.0
